XCoord_StatePlaneZone6,YCoord_StatePlaneZone6,Latitude_WGS84,Longitude_WGS84,City,Zipcode,Description
6093499.842077,2259095.064142,33.85746227,-117.79209184,Anaheim,92807,"On right bank of Santa Ana River, 75 ft E. of Weir Pond 1, 1030 ft S. of Centerline of E. La Palma Ave., 3157 ft. West of Centerline of Imperial Hwy."
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
