Station Name,Parameter Name,Parameter Abbreviation,Sample Date,Sample Time,Result Value (10% of RDL for NDs),Result Text,Units,RDL,Detected (Y: Yes; N: No),Laboratory Sample Number,Method
SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,1/9/2019,14:10,23.2,23.2,ng/L,4,Y,19010196-02,537
SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,1/17/2019,14:15,9.3,9.3,ng/L,4,Y,19010402-02,537
SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,2/5/2019,13:45,10,10.0,ng/L,4,Y,19020068-02,537
SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,2/20/2019,13:00,14,14.0,ng/L,4,Y,19020428-02,537
SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,3/21/2019,11:50,19.6,19.6,ng/L,4,Y,19030524-02,537RV1.1
SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,4/9/2019,11:45,22.2,22.2,ng/L,4,Y,19040286-02,537RV1.1
SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,5/7/2019,9:50,27.3,27.3,ng/L,4,Y,19050172-02,537RV1.1
SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,6/4/2019,11:35,25.2,25.2,ng/L,4,Y,19060084-02,537RV1.1
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,5/22/2018,14:05,0.4,ND,ng/L,4,N,18050579-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,7/23/2018,10:25,0.4,ND,ng/L,4,N,18070599-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,8/14/2018,11:50,0.4,ND,ng/L,4,N,18080368-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,9/18/2018,12:00,0.4,ND,ng/L,4,N,18090350-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,10/22/2018,12:35,0.4,ND,ng/L,4,N,18100715-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,11/7/2018,9:45,0.4,ND,ng/L,4,N,18110189-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,12/4/2018,13:15,0.4,ND,ng/L,4,N,18120064-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,12/18/2018,13:15,0.4,ND,ng/L,4,N,18120400-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,1/9/2019,14:10,1,ND,ng/L,10,N,19010196-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,1/17/2019,14:15,1,ND,ng/L,10,N,19010402-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,2/5/2019,13:45,0.4,ND,ng/L,4,N,19020068-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,2/20/2019,13:00,0.4,ND,ng/L,4,N,19020428-02,537
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,3/21/2019,11:50,0.4,ND,ng/L,4,N,19030524-02,537RV1.1
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,4/9/2019,11:45,0.4,ND,ng/L,4,N,19040286-02,537RV1.1
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,5/7/2019,9:50,0.4,ND,ng/L,4,N,19050172-02,537RV1.1
SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,6/4/2019,11:35,0.4,ND,ng/L,4,N,19060084-02,537RV1.1
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,5/22/2018,14:05,0.4,ND,ng/L,4,N,18050579-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,7/23/2018,10:25,0.4,ND,ng/L,4,N,18070599-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,8/14/2018,11:50,0.4,ND,ng/L,4,N,18080368-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,9/18/2018,12:00,0.4,ND,ng/L,4,N,18090350-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,10/22/2018,12:35,0.4,ND,ng/L,4,N,18100715-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,11/7/2018,9:45,0.4,ND,ng/L,4,N,18110189-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,12/4/2018,13:15,0.4,ND,ng/L,4,N,18120064-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,12/18/2018,13:15,0.4,ND,ng/L,4,N,18120400-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,1/9/2019,14:10,0.4,ND,ng/L,4,N,19010196-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,1/17/2019,14:15,0.4,ND,ng/L,4,N,19010402-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,2/5/2019,13:45,0.4,ND,ng/L,4,N,19020068-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,2/20/2019,13:00,0.4,ND,ng/L,4,N,19020428-02,537
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,3/21/2019,11:50,0.4,ND,ng/L,4,N,19030524-02,537RV1.1
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,4/9/2019,11:45,0.4,ND,ng/L,4,N,19040286-02,537RV1.1
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,5/7/2019,9:50,0.4,ND,ng/L,4,N,19050172-02,537RV1.1
SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,6/4/2019,11:35,0.4,ND,ng/L,4,N,19060084-02,537RV1.1
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,5/22/2018,14:05,0.4,ND,ng/L,4,N,18050579-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,7/23/2018,10:25,0.4,ND,ng/L,4,N,18070599-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,8/14/2018,11:50,0.4,ND,ng/L,4,N,18080368-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,9/18/2018,12:00,0.4,ND,ng/L,4,N,18090350-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,10/22/2018,12:35,0.4,ND,ng/L,4,N,18100715-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,11/7/2018,9:45,0.4,ND,ng/L,4,N,18110189-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,12/4/2018,13:15,0.4,ND,ng/L,4,N,18120064-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,12/18/2018,13:15,0.4,ND,ng/L,4,N,18120400-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,1/9/2019,14:10,0.4,ND,ng/L,4,N,19010196-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,1/17/2019,14:15,0.4,ND,ng/L,4,N,19010402-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,2/5/2019,13:45,0.4,ND,ng/L,4,N,19020068-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,2/20/2019,13:00,0.4,ND,ng/L,4,N,19020428-02,537
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,3/21/2019,11:50,0.4,ND,ng/L,4,N,19030524-02,537RV1.1
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,4/9/2019,11:45,0.4,ND,ng/L,4,N,19040286-02,537RV1.1
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,5/7/2019,9:50,0.4,ND,ng/L,4,N,19050172-02,537RV1.1
SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,6/4/2019,11:35,0.4,ND,ng/L,4,N,19060084-02,537RV1.1
